name,year,age,selling_price_INR,selling_price_USD,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Maruti Ciaz ZDi,2015,5,"535,000.00",6955.00,40000,Diesel,Dealer,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Mercedes-Benz S-Class S 350 CDI,2017,3,"5,850,000.00",76050.00,47000,Diesel,Dealer,Automatic,First Owner,13.5 kmpl,2987 CC,282 bhp,490Nm@ 1600rpm,5
BMW 5 Series 523i,2010,10,"975,000.00",12675.00,72200,Petrol,Dealer,Automatic,Second Owner,10.8 kmpl,2497 CC,150 bhp,250 Nm at 2750 rpm,5
Hyundai Elantra S,2016,4,"805,000.00",10465.00,49900,Petrol,Dealer,Manual,First Owner,16.3 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,3,"2,625,000.00",34125.00,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,2,"811,000.00",10543.00,11000,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5
Volkswagen Vento Petrol Highline,2011,9,"375,000.00",4875.00,49000,Petrol,Individual,Manual,First Owner,15.04 kmpl,1598 CC,103.6 bhp,153Nm@ 3800rpm,5
Hyundai Elantra SX,2012,8,"550,000.00",7150.00,95000,Petrol,Individual,Manual,First Owner,16.3 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5
Skoda Rapid 1.6 MPI AT Elegance,2016,4,"645,000.00",8385.00,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
Mercedes-Benz CLA 200 CGI Sport,2018,2,"2,550,000.00",33150.00,18000,Petrol,Dealer,Automatic,First Owner,15.04 kmpl,1991 CC,183 bhp,300Nm@ 1200-4000rpm,5
Maruti Ertiga ZXI,2014,6,"599,000.00",7787.00,46100,Petrol,Dealer,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7
Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,3,"2,700,000.00",35100.00,16000,Petrol,Dealer,Automatic,First Owner,14.74 kmpl,1991 CC,181.04 bhp,300Nm@ 1200-1400rpm,5
Honda City V AT,2017,3,"875,000.00",11375.00,18000,Petrol,Dealer,Automatic,First Owner,15.6 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5
Toyota Glanza V CVT,2019,1,"894,999.00",11634.99,9654,Petrol,Dealer,Automatic,First Owner,19.56 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Alto K10 VXI,2011,9,"175,000.00",2275.00,11000,Petrol,Dealer,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Swift VXI,2012,8,"340,000.00",4420.00,24300,Petrol,Dealer,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,4,"1,525,000.00",19825.00,42163,Diesel,Dealer,Automatic,Second Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,2,"1,025,000.00",13325.00,8000,Diesel,Dealer,Automatic,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5
BMW 3 Series 320d Luxury Line,2016,4,"2,150,000.00",27950.00,30000,Diesel,Dealer,Automatic,First Owner,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Toyota Camry 2.5 Hybrid,2016,4,"1,900,000.00",24700.00,41000,Petrol,Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
BMW 5 Series 520d Luxury Line,2016,4,"2,900,000.00",37700.00,12000,Diesel,Dealer,Automatic,First Owner,18.12 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Toyota Camry W4 (AT),2009,11,"450,000.00",5850.00,71000,Petrol,Dealer,Automatic,First Owner,12.1 kmpl,2362 CC,164.7 bhp,224Nm@ 4000rpm,5
Maruti Ertiga BSIV ZXI Plus,2016,4,"850,000.00",11050.00,20000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7
Volvo XC90 T8 Excellence BSIV,2017,3,"10,000,000.00",130000.00,30000,Petrol,Individual,Automatic,First Owner,42.0 kmpl,1969 CC,400 bhp,640Nm@ 1740rpm,4
Volkswagen Vento Diesel Highline,2011,9,"300,000.00",3900.00,100000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,2,"575,000.00",7475.00,9500,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5
Ford Figo Diesel LXI,2011,9,"160,000.00",2080.00,120000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Maruti Swift VXI Optional,2015,5,"515,000.00",6695.00,36600,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Wagon R AMT VXI,2015,5,"390,000.00",5070.00,50000,Petrol,Individual,Automatic,Second Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5
Hyundai i20 Magna 1.2,2016,4,"550,000.00",7150.00,14000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Maruti 800 Std,1999,21,"40,000.00",520.00,40000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Maruti Ritz VDi,2010,10,"220,000.00",2860.00,120000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5
Hyundai Grand i10 Magna,2015,5,"425,000.00",5525.00,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Volkswagen Ameo 1.0 MPI Trendline,2019,1,"480,000.00",6240.00,13000,Petrol,Individual,Manual,First Owner,19.44 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm,5
Hyundai Grand i10 Sportz,2014,6,"400,000.00",5200.00,60000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Maruti Swift Dzire VXI,2014,6,"487,000.00",6331.00,35000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Hyundai Xcent 1.2 Kappa S,2016,4,"386,000.00",5018.00,44000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Honda City 1.5 EXI,2005,15,"100,000.00",1300.00,120000,Petrol,Individual,Manual,Second Owner,13.0 kmpl,1493 CC,100 bhp,13.1kgm@ 4600rpm,5
Toyota Corolla Altis Diesel D4DG,2010,10,"300,000.00",3900.00,60000,Diesel,Individual,Manual,First Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5
Daewoo Matiz SD,2000,20,"100,000.00",1300.00,60000,Petrol,Individual,Manual,First Owner,18.5 kmpl,796 CC,53 bhp,71Nm@ 3500rpm,5
Toyota Fortuner 4x2 Manual,2014,6,"1,750,000.00",22750.00,30000,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7
Mahindra KUV 100 mFALCON G80 K8,2016,4,"450,000.00",5850.00,15000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6
Tata Zest Quadrajet 1.3 75PS XM,2017,3,"490,000.00",6370.00,90000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5
Honda City 1.5 S MT,2009,11,"345,000.00",4485.00,47000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5
Maruti Zen LXI,2005,15,"85,000.00",1105.00,90000,Petrol,Individual,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5
Maruti Wagon R VXI BS IV with ABS,2010,10,"215,000.00",2795.00,120600,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai Verna Transform SX VTVT,2010,10,"320,000.00",4160.00,100000,Petrol,Individual,Manual,Third Owner,16.2 kmpl,1599 CC,103.2 bhp,14.9 KGM at 3000 RPM,5
Maruti Swift Dzire VXI,2016,4,"459,999.00",5979.99,60000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Hyundai Getz GLS,2005,15,"65,000.00",845.00,86000,Petrol,Individual,Manual,First Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5
Hyundai Elite i20 Sportz Plus BSIV,2020,0,"720,000.00",9360.00,5000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5
Maruti Ciaz 1.3 Alpha,2017,3,"800,000.00",10400.00,37000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Tata Tigor 1.2 Revotron XZ,2019,1,"520,000.00",6760.00,14000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Maruti Ertiga VDI,2015,5,"580,000.00",7540.00,70000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Toyota Etios GD,2012,8,"235,000.00",3055.00,120000,Diesel,Individual,Manual,First Owner,,,,,
Honda City i VTEC S,2015,5,"600,000.00",7800.00,50000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5
Honda Brio S MT,2014,6,"290,000.00",3770.00,60000,Petrol,Individual,Manual,Second Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
Maruti Wagon R LXI CNG,2016,4,"360,000.00",4680.00,50000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5
Maruti Swift Dzire VXI,2017,3,"550,000.00",7150.00,50000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Hyundai i20 Sportz 1.2,2013,7,"375,000.00",4875.00,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5
Maruti Omni E 8 Str STD,2003,17,"40,000.00",520.00,90000,Petrol,Individual,Manual,Second Owner,,,,,
Maruti Wagon R AMT VXI,2018,2,"420,000.00",5460.00,35000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5
Maruti Swift Dzire VXI 1.2,2017,3,"550,000.00",7150.00,20000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Alto 800 LXI,2018,2,"270,000.00",3510.00,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Swift Dzire AMT VXI BS IV,2018,2,"700,000.00",9100.00,7800,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Swift VXI Optional,2017,3,"500,000.00",6500.00,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Tata Hexa XE,2019,1,"1,250,000.00",16250.00,15000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Hyundai i20 Magna,2013,7,"320,000.00",4160.00,31377,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5
Maruti Swift Dzire VDI,2018,2,"700,000.00",9100.00,50000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Maruti Wagon R VXI BS IV,2015,5,"290,000.00",3770.00,60000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Toyota Corolla Altis 1.8 VL AT,2012,8,"550,000.00",7150.00,100000,Petrol,Individual,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm,5
Honda Brio S MT,2012,8,"265,000.00",3445.00,60000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
Maruti Baleno Alpha Automatic,2018,2,"830,000.00",10790.00,5000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Tata Safari Storme EX,2017,3,"800,000.00",10400.00,60000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Maruti Alto LXi,2011,9,"160,000.00",2080.00,25000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Renault KWID RXT,2018,2,"335,000.00",4355.00,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Datsun GO T BSIV,2017,3,"329,000.00",4277.00,80000,Petrol,Individual,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5
Maruti Vitara Brezza VDi Option,2017,3,"775,000.00",10075.00,75000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Hyundai Xcent 1.2 VTVT SX,2020,0,"524,000.00",6812.00,32000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Maruti Alto 800 LXI,2015,5,"245,000.00",3185.00,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Hyundai i20 1.2 Sportz,2012,8,"275,000.00",3575.00,93000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Tata Zest Revotron 1.2 XT,2018,2,"520,000.00",6760.00,60000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5
Maruti Swift 1.3 VXi,2008,12,"130,000.00",1690.00,120000,Petrol,Individual,Manual,Second Owner,,,,,
Nissan Sunny XL,2014,6,"550,000.00",7150.00,37000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,2,"910,000.00",11830.00,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5
Nissan Micra Active XV S,2015,5,"300,000.00",3900.00,80000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5
Maruti Wagon R LXI Optional,2016,4,"350,000.00",4550.00,140000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Mahindra Ssangyong Rexton RX5,2013,7,"900,000.00",11700.00,70000,Diesel,Individual,Manual,First Owner,12.83 kmpl,2696 CC,162 bhp,340Nm@ 1800-3250rpm,7
Mahindra Quanto C8,2013,7,"300,000.00",3900.00,120000,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Maruti Ritz LDi,2010,10,"250,000.00",3250.00,110000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,3,"1,100,000.00",14300.00,37000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Renault KWID RXT,2016,4,"270,000.00",3510.00,44000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Maruti Ertiga VDI,2015,5,"640,000.00",8320.00,80000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Mahindra XUV500 W4,2015,5,"650,000.00",8450.00,125000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Maruti Eeco 5 Seater AC BSIV,2017,3,"409,999.00",5329.99,13500,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
Hyundai Santro Xing GLS,2011,9,"165,000.00",2145.00,75000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Hyundai Accent GLE,2007,13,"80,000.00",1040.00,120000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5
Mahindra XUV500 W8 2WD,2012,8,"535,000.00",6955.00,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,7,"700,000.00",9100.00,70000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,7
Maruti Swift Dzire VDI,2013,7,"550,000.00",7150.00,70000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda Amaze S CVT Petrol BSIV,2019,1,"680,000.00",8840.00,15000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Hyundai i10 Sportz 1.2,2009,11,"200,000.00",2600.00,53000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Swift Dzire VDI,2014,6,"500,000.00",6500.00,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Ertiga SHVS ZDI Plus,2016,4,"1,000,000.00",13000.00,70000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7
Hyundai Getz 1.3 GVS,2008,12,"110,000.00",1430.00,120000,Petrol,Individual,Manual,Second Owner,14.2 kmpl,1341 CC,82.9 bhp,"11.8@ 3,200(kgm@ rpm)",5
Hyundai i20 1.2 Magna,2012,8,"320,000.00",4160.00,100000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Tata Indica DLS,2005,15,"75,000.00",975.00,110000,Diesel,Individual,Manual,Second Owner,,,,,
Maruti Swift LXI Optional-O,2015,5,"350,000.00",4550.00,100000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,83.11 bhp,113Nm@ 4200rpm,5
Tata Indica Vista TDI LS,2013,7,"170,000.00",2210.00,162500,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,3,"800,000.00",10400.00,39000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Maruti Ignis 1.3 Alpha,2017,3,"500,000.00",6500.00,75000,Diesel,Individual,Manual,First Owner,26.8 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Tata Hexa XTA,2017,3,"1,380,000.00",17940.00,50000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7
Mahindra Marazzo M6 8Str,2019,1,"1,300,000.00",16900.00,40000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8
Hyundai Verna 1.6 CRDI,2013,7,"530,000.00",6890.00,92500,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5
Maruti Swift Dzire VDI,2012,8,"360,000.00",4680.00,158000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Swift Dzire LDi,2012,8,"310,000.00",4030.00,120000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Honda City i DTEC V,2015,5,"725,000.00",9425.00,50000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Swift Dzire ZDi,2012,8,"340,000.00",4420.00,110000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Hyundai Xcent 1.2 CRDi E,2017,3,"550,000.00",7150.00,2000,Diesel,Individual,Manual,Second Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5
Toyota Fortuner 3.0 Diesel,2011,9,"1,150,000.00",14950.00,181000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7
Tata Tiago 1.05 Revotorq XZ,2016,4,"380,000.00",4940.00,70000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5
Nissan Sunny XL AT Special Edition,2013,7,"350,000.00",4550.00,90000,Petrol,Individual,Automatic,Second Owner,17.97 kmpl,1498 CC,99.6 bhp,134Nm@ 4000rpm,5
Hyundai Elite i20 Magna Plus BSIV,2019,1,"610,000.00",7930.00,2000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5
Maruti Swift Dzire VXI,2015,5,"525,000.00",6825.00,20000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Toyota Innova 2.5 GX 7 STR,2011,9,"480,000.00",6240.00,120000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7
Mahindra Thar CRDe,2017,3,"780,000.00",10140.00,35000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6
Maruti Swift Dzire ZDi,2012,8,"320,000.00",4160.00,193000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Maruti Swift 1.2 DLX (Only Delhi),2014,6,"375,000.00",4875.00,80000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Datsun GO D Petrol,2019,1,"300,000.00",3900.00,40000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm,5
Hyundai i20 Asta 1.4 CRDi,2015,5,"500,000.00",6500.00,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Mahindra Scorpio LX,2011,9,"404,000.00",5252.00,122358,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9
Tata Sumo Gold EX BSIII,2015,5,"500,000.00",6500.00,75000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,69.01 bhp,223Nm@ 1600-2200rpm,7
Tata Tiago Wizz 1.05 Revotorq,2017,3,"350,000.00",4550.00,120000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5
Tata Zest Revotron 1.2 XT,2015,5,"380,000.00",4940.00,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5
Hyundai Accent GLE,2008,12,"114,999.00",1494.99,95200,Petrol,Individual,Manual,Third Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5
Honda Brio Exclusive Edition,2014,6,"335,000.00",4355.00,33033,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
Hyundai Grand i10 AT Asta,2015,5,"465,000.00",6045.00,63063,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Tata Manza Club Class Quadrajet90 LX,2012,8,"290,000.00",3770.00,60000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5
Maruti Alto LX,2005,15,"110,000.00",1430.00,45000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Tata New Safari DICOR 2.2 EX 4x2,2011,9,"450,000.00",5850.00,80000,Diesel,Individual,Manual,Third Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Mahindra Bolero SLE,2009,11,"400,000.00",5200.00,170000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Mahindra Bolero DI DX 7 Seater,2007,13,"210,000.00",2730.00,207890,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,2,"4,600,000.00",59800.00,7976,Diesel,Individual,Automatic,First Owner,17.9 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5
Maruti Omni E MPI STD BS IV,2016,4,"220,000.00",2860.00,35000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8
Hyundai Grand i10 Sportz,2017,3,"450,000.00",5850.00,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Hyundai Grand i10 Sportz,2017,3,"450,000.00",5850.00,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Hyundai i10 Sportz AT,2013,7,"290,000.00",3770.00,50000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Swift VXI Deca,2016,4,"520,000.00",6760.00,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai i10 Sportz AT,2011,9,"265,000.00",3445.00,20000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Swift VXI,2012,8,"330,000.00",4290.00,50000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
